['aa', 'bi', 'tw']
['bm', 'mi', 'to']
['bm', 'mi', 'to']
['bm', 'mi', 'to']
['bm', 'mi', 'to']
['bm', 'mi', 'to']
['bm', 'qz', 'tb']
['bm', 'qz', 'tb']
['bm', 'qz', 'tb']
['bm', 'qz', 'tb']
['bm', 'qz', 'tb']
['bm', 'qz', 'tb']
['bm', 'qz', 'to']
['bm', 'qz', 'to']
['bm', 'qz', 'to']
['bm', 'qz', 'to']
['bm', 'qz', 'to']
['bm', 'qz', 'to']
['bm', 'tb', 'to']
['bm', 'tb', 'to']
['bm', 'tb', 'to']
['bm', 'tb', 'to']
['bm', 'tb', 'to']
['bm', 'tb', 'to']
['bm', 'tb', 'uh']
['bm', 'tb', 'uh']
['bm', 'tb', 'uh']
['bm', 'tb', 'uh']
['bm', 'tb', 'uh']
['bm', 'tb', 'uh']
['bm', 'tb', 'wp']
['bm', 'tb', 'wp']
['bm', 'tb', 'wp']
['bm', 'tb', 'wp']
['bm', 'tb', 'wp']
['bm', 'tb', 'wp']
['bm', 'tb', 'xs']
['bm', 'tb', 'xs']
['bm', 'tb', 'xs']
['bm', 'tb', 'xs']
['bm', 'tb', 'xs']
['bm', 'tb', 'xs']
['bm', 'to', 'uh']
['bm', 'to', 'uh']
['bm', 'to', 'uh']
['bm', 'to', 'uh']
['bm', 'to', 'uh']
['bm', 'to', 'uh']
['bm', 'to', 'wp']
['bm', 'to', 'wp']
['bm', 'to', 'wp']
['bm', 'to', 'wp']
['bm', 'to', 'wp']
['bm', 'to', 'wp']
['bm', 'to', 'xs']
['bm', 'to', 'xs']
['bm', 'to', 'xs']
['bm', 'to', 'xs']
['bm', 'to', 'xs']
['bm', 'to', 'xs']
['bp', 'jo', 'tw']
['bp', 'jo', 'tw']
['bp', 'jo', 'tw']
['bp', 'jo', 'tw']
['bp', 'jo', 'tw']
['bp', 'jo', 'tw']
['bp', 'kv', 'tw']
['bp', 'kv', 'tw']
['bp', 'kv', 'tw']
['bp', 'kv', 'tw']
['bp', 'kv', 'tw']
['bp', 'kv', 'tw']
['bp', 'nl', 'tw']
['bp', 'nl', 'tw']
['bp', 'nl', 'tw']
['bp', 'nl', 'tw']
['bp', 'nl', 'tw']
['bp', 'nl', 'tw']
['bp', 'qw', 'tw']
['bp', 'qw', 'tw']
['bp', 'qw', 'tw']
['bp', 'qw', 'tw']
['bp', 'qw', 'tw']
['bp', 'qw', 'tw']
['bp', 'tw', 've']
['bp', 'tw', 've']
['bp', 'tw', 've']
['bp', 'tw', 've']
['bp', 'tw', 've']
['bp', 'tw', 've']
['bp', 'tw', 'vj']
['bp', 'tw', 'vj']
['bp', 'tw', 'vj']
['bp', 'tw', 'vj']
['bp', 'tw', 'vj']
['bp', 'tw', 'vj']
['bp', 'tw', 'vy']
['bp', 'tw', 'vy']
['bp', 'tw', 'vy']
['bp', 'tw', 'vy']
['bp', 'tw', 'vy']
['bp', 'tw', 'vy']
['bp', 'tw', 'zx']
['bp', 'tw', 'zx']
['bp', 'tw', 'zx']
['bp', 'tw', 'zx']
['bp', 'tw', 'zx']
['bp', 'tw', 'zx']
['bu', 'bz', 'tx']
['bu', 'bz', 'tx']
['bu', 'bz', 'tx']
['bu', 'bz', 'tx']
['bu', 'bz', 'tx']
['bu', 'bz', 'tx']
['bu', 'fe', 'tx']
['bu', 'fe', 'tx']
['bu', 'fe', 'tx']
['bu', 'fe', 'tx']
['bu', 'fe', 'tx']
['bu', 'fe', 'tx']
['bu', 'gs', 'tx']
['bu', 'gs', 'tx']
['bu', 'gs', 'tx']
['bu', 'gs', 'tx']
['bu', 'gs', 'tx']
['bu', 'gs', 'tx']
['bu', 'ji', 'tx']
['bu', 'ji', 'tx']
['bu', 'ji', 'tx']
['bu', 'ji', 'tx']
['bu', 'ji', 'tx']
['bu', 'ji', 'tx']
['bu', 'lh', 'tx']
['bu', 'lh', 'tx']
['bu', 'lh', 'tx']
['bu', 'lh', 'tx']
['bu', 'lh', 'tx']
['bu', 'lh', 'tx']
['bu', 'no', 'tx']
['bu', 'no', 'tx']
['bu', 'no', 'tx']
['bu', 'no', 'tx']
['bu', 'no', 'tx']
['bu', 'no', 'tx']
['bu', 'oc', 'tx']
['bu', 'oc', 'tx']
['bu', 'oc', 'tx']
['bu', 'oc', 'tx']
['bu', 'oc', 'tx']
['bu', 'oc', 'tx']
['bu', 'tx', 'ux']
['bu', 'tx', 'ux']
['bu', 'tx', 'ux']
['bu', 'tx', 'ux']
['bu', 'tx', 'ux']
['bu', 'tx', 'ux']
['bu', 'tx', 'yl']
['bu', 'tx', 'yl']
['bu', 'tx', 'yl']
['bu', 'tx', 'yl']
['bu', 'tx', 'yl']
['bu', 'tx', 'yl']
['bu', 'tx', 'zh']
['bu', 'tx', 'zh']
['bu', 'tx', 'zh']
['bu', 'tx', 'zh']
['bu', 'tx', 'zh']
['bu', 'tx', 'zh']
['bv', 'cn', 'ts']
['bv', 'cn', 'ts']
['bv', 'cn', 'ts']
['bv', 'cn', 'ts']
['bv', 'cn', 'ts']
['bv', 'cn', 'ts']
['bv', 'cp', 'ts']
['bv', 'cp', 'ts']
['bv', 'cp', 'ts']
['bv', 'cp', 'ts']
['bv', 'cp', 'ts']
['bv', 'cp', 'ts']
['bv', 'ek', 'ts']
['bv', 'ek', 'ts']
['bv', 'ek', 'ts']
['bv', 'ek', 'ts']
['bv', 'ek', 'ts']
['bv', 'ek', 'ts']
['bv', 'fl', 'ts']
['bv', 'fl', 'ts']
['bv', 'fl', 'ts']
['bv', 'fl', 'ts']
['bv', 'fl', 'ts']
['bv', 'fl', 'ts']
['bv', 'ga', 'ts']
['bv', 'ga', 'ts']
['bv', 'ga', 'ts']
['bv', 'ga', 'ts']
['bv', 'ga', 'ts']
['bv', 'ga', 'ts']
['bv', 'nq', 'ts']
['bv', 'nq', 'ts']
['bv', 'nq', 'ts']
['bv', 'nq', 'ts']
['bv', 'nq', 'ts']
['bv', 'nq', 'ts']
['bv', 'or', 'ts']
['bv', 'or', 'ts']
['bv', 'or', 'ts']
['bv', 'or', 'ts']
['bv', 'or', 'ts']
['bv', 'or', 'ts']
['bv', 'rn', 'ts']
['bv', 'rn', 'ts']
['bv', 'rn', 'ts']
['bv', 'rn', 'ts']
['bv', 'rn', 'ts']
['bv', 'rn', 'ts']
['bv', 'ts', 'ud']
['bv', 'ts', 'ud']
['bv', 'ts', 'ud']
['bv', 'ts', 'ud']
['bv', 'ts', 'ud']
['bv', 'ts', 'ud']
['bv', 'ts', 'um']
['bv', 'ts', 'um']
['bv', 'ts', 'um']
['bv', 'ts', 'um']
['bv', 'ts', 'um']
['bv', 'ts', 'um']
['bv', 'ts', 'wt']
['bv', 'ts', 'wt']
['bv', 'ts', 'wt']
['bv', 'ts', 'wt']
['bv', 'ts', 'wt']
['bv', 'ts', 'wt']
['bz', 'fe', 'tx']
['bz', 'fe', 'tx']
['bz', 'fe', 'tx']
['bz', 'fe', 'tx']
['bz', 'fe', 'tx']
['bz', 'fe', 'tx']
['bz', 'gs', 'tx']
['bz', 'gs', 'tx']
['bz', 'gs', 'tx']
['bz', 'gs', 'tx']
['bz', 'gs', 'tx']
['bz', 'gs', 'tx']
['bz', 'ji', 'tx']
['bz', 'ji', 'tx']
['bz', 'ji', 'tx']
['bz', 'ji', 'tx']
['bz', 'ji', 'tx']
['bz', 'ji', 'tx']
['bz', 'lh', 'tx']
['bz', 'lh', 'tx']
['bz', 'lh', 'tx']
['bz', 'lh', 'tx']
['bz', 'lh', 'tx']
['bz', 'lh', 'tx']
['bz', 'no', 'tx']
['bz', 'no', 'tx']
['bz', 'no', 'tx']
['bz', 'no', 'tx']
['bz', 'no', 'tx']
['bz', 'no', 'tx']
['bz', 'oc', 'tx']
['bz', 'oc', 'tx']
['bz', 'oc', 'tx']
['bz', 'oc', 'tx']
['bz', 'oc', 'tx']
['bz', 'oc', 'tx']
['bz', 'tx', 'ux']
['bz', 'tx', 'ux']
['bz', 'tx', 'ux']
['bz', 'tx', 'ux']
['bz', 'tx', 'ux']
['bz', 'tx', 'ux']
['bz', 'tx', 'yl']
['bz', 'tx', 'yl']
['bz', 'tx', 'yl']
['bz', 'tx', 'yl']
['bz', 'tx', 'yl']
['bz', 'tx', 'yl']
['bz', 'tx', 'zh']
['bz', 'tx', 'zh']
['bz', 'tx', 'zh']
['bz', 'tx', 'zh']
['bz', 'tx', 'zh']
['bz', 'tx', 'zh']
['cd', 'dr', 'tl']
['cd', 'dr', 'tl']
['cd', 'dr', 'tl']
['cd', 'dr', 'tl']
['cd', 'dr', 'tl']
['cd', 'dr', 'tl']
['cd', 'hx', 'tl']
['cd', 'hx', 'tl']
['cd', 'hx', 'tl']
['cd', 'hx', 'tl']
['cd', 'hx', 'tl']
['cd', 'hx', 'tl']
['cd', 'ij', 'tl']
['cd', 'ij', 'tl']
['cd', 'ij', 'tl']
['cd', 'ij', 'tl']
['cd', 'ij', 'tl']
['cd', 'ij', 'tl']
['cd', 'mw', 'tl']
['cd', 'mw', 'tl']
['cd', 'mw', 'tl']
['cd', 'mw', 'tl']
['cd', 'mw', 'tl']
['cd', 'mw', 'tl']
['cd', 'tl', 'wa']
['cd', 'tl', 'wa']
['cd', 'tl', 'wa']
['cd', 'tl', 'wa']
['cd', 'tl', 'wa']
['cd', 'tl', 'wa']
['cd', 'tl', 'we']
['cd', 'tl', 'we']
['cd', 'tl', 'we']
['cd', 'tl', 'we']
['cd', 'tl', 'we']
['cd', 'tl', 'we']
['cd', 'tl', 'wh']
['cd', 'tl', 'wh']
['cd', 'tl', 'wh']
['cd', 'tl', 'wh']
['cd', 'tl', 'wh']
['cd', 'tl', 'wh']
['cd', 'tl', 'wm']
['cd', 'tl', 'wm']
['cd', 'tl', 'wm']
['cd', 'tl', 'wm']
['cd', 'tl', 'wm']
['cd', 'tl', 'wm']
['cd', 'tl', 'yh']
['cd', 'tl', 'yh']
['cd', 'tl', 'yh']
['cd', 'tl', 'yh']
['cd', 'tl', 'yh']
['cd', 'tl', 'yh']
['cd', 'tl', 'ze']
['cd', 'tl', 'ze']
['cd', 'tl', 'ze']
['cd', 'tl', 'ze']
['cd', 'tl', 'ze']
['cd', 'tl', 'ze']
['cn', 'cp', 'ts']
['cn', 'cp', 'ts']
['cn', 'cp', 'ts']
['cn', 'cp', 'ts']
['cn', 'cp', 'ts']
['cn', 'cp', 'ts']
['cn', 'ek', 'ts']
['cn', 'ek', 'ts']
['cn', 'ek', 'ts']
['cn', 'ek', 'ts']
['cn', 'ek', 'ts']
['cn', 'ek', 'ts']
['cn', 'fl', 'ts']
['cn', 'fl', 'ts']
['cn', 'fl', 'ts']
['cn', 'fl', 'ts']
['cn', 'fl', 'ts']
['cn', 'fl', 'ts']
['cn', 'ga', 'ts']
['cn', 'ga', 'ts']
['cn', 'ga', 'ts']
['cn', 'ga', 'ts']
['cn', 'ga', 'ts']
['cn', 'ga', 'ts']
['cn', 'nq', 'ts']
['cn', 'nq', 'ts']
['cn', 'nq', 'ts']
['cn', 'nq', 'ts']
['cn', 'nq', 'ts']
['cn', 'nq', 'ts']
['cn', 'or', 'ts']
['cn', 'or', 'ts']
['cn', 'or', 'ts']
['cn', 'or', 'ts']
['cn', 'or', 'ts']
['cn', 'or', 'ts']
['cn', 'rn', 'ts']
['cn', 'rn', 'ts']
['cn', 'rn', 'ts']
['cn', 'rn', 'ts']
['cn', 'rn', 'ts']
['cn', 'rn', 'ts']
['cn', 'ts', 'ud']
['cn', 'ts', 'ud']
['cn', 'ts', 'ud']
['cn', 'ts', 'ud']
['cn', 'ts', 'ud']
['cn', 'ts', 'ud']
['cn', 'ts', 'um']
['cn', 'ts', 'um']
['cn', 'ts', 'um']
['cn', 'ts', 'um']
['cn', 'ts', 'um']
['cn', 'ts', 'um']
['cn', 'ts', 'wt']
['cn', 'ts', 'wt']
['cn', 'ts', 'wt']
['cn', 'ts', 'wt']
['cn', 'ts', 'wt']
['cn', 'ts', 'wt']
['cp', 'ek', 'ts']
['cp', 'ek', 'ts']
['cp', 'ek', 'ts']
['cp', 'ek', 'ts']
['cp', 'ek', 'ts']
['cp', 'ek', 'ts']
['cp', 'fl', 'ts']
['cp', 'fl', 'ts']
['cp', 'fl', 'ts']
['cp', 'fl', 'ts']
['cp', 'fl', 'ts']
['cp', 'fl', 'ts']
['cp', 'ga', 'ts']
['cp', 'ga', 'ts']
['cp', 'ga', 'ts']
['cp', 'ga', 'ts']
['cp', 'ga', 'ts']
['cp', 'ga', 'ts']
['cp', 'nq', 'ts']
['cp', 'nq', 'ts']
['cp', 'nq', 'ts']
['cp', 'nq', 'ts']
['cp', 'nq', 'ts']
['cp', 'nq', 'ts']
['cp', 'or', 'ts']
['cp', 'or', 'ts']
['cp', 'or', 'ts']
['cp', 'or', 'ts']
['cp', 'or', 'ts']
['cp', 'or', 'ts']
['cp', 'rn', 'ts']
['cp', 'rn', 'ts']
['cp', 'rn', 'ts']
['cp', 'rn', 'ts']
['cp', 'rn', 'ts']
['cp', 'rn', 'ts']
['cp', 'ts', 'ud']
['cp', 'ts', 'ud']
['cp', 'ts', 'ud']
['cp', 'ts', 'ud']
['cp', 'ts', 'ud']
['cp', 'ts', 'ud']
['cp', 'ts', 'um']
['cp', 'ts', 'um']
['cp', 'ts', 'um']
['cp', 'ts', 'um']
['cp', 'ts', 'um']
['cp', 'ts', 'um']
['cp', 'ts', 'wt']
['cp', 'ts', 'wt']
['cp', 'ts', 'wt']
['cp', 'ts', 'wt']
['cp', 'ts', 'wt']
['cp', 'ts', 'wt']
['cr', 'da', 'tq']
['cr', 'da', 'tq']
['cr', 'da', 'tq']
['cr', 'da', 'tq']
['cr', 'da', 'tq']
['cr', 'da', 'tq']
['cr', 'eg', 'tq']
['cr', 'eg', 'tq']
['cr', 'eg', 'tq']
['cr', 'eg', 'tq']
['cr', 'eg', 'tq']
['cr', 'eg', 'tq']
['cr', 'jy', 'tq']
['cr', 'jy', 'tq']
['cr', 'jy', 'tq']
['cr', 'jy', 'tq']
['cr', 'jy', 'tq']
['cr', 'jy', 'tq']
['cr', 'kk', 'tq']
['cr', 'kk', 'tq']
['cr', 'kk', 'tq']
['cr', 'kk', 'tq']
['cr', 'kk', 'tq']
['cr', 'kk', 'tq']
['cr', 'km', 'tq']
['cr', 'km', 'tq']
['cr', 'km', 'tq']
['cr', 'km', 'tq']
['cr', 'km', 'tq']
['cr', 'km', 'tq']
['cr', 'rr', 'tq']
['cr', 'rr', 'tq']
['cr', 'rr', 'tq']
['cr', 'rr', 'tq']
['cr', 'rr', 'tq']
['cr', 'rr', 'tq']
['cr', 'sg', 'tq']
['cr', 'sg', 'tq']
['cr', 'sg', 'tq']
['cr', 'sg', 'tq']
['cr', 'sg', 'tq']
['cr', 'sg', 'tq']
['cr', 'sm', 'tq']
['cr', 'sm', 'tq']
['cr', 'sm', 'tq']
['cr', 'sm', 'tq']
['cr', 'sm', 'tq']
['cr', 'sm', 'tq']
['cr', 'tq', 'uw']
['cr', 'tq', 'uw']
['cr', 'tq', 'uw']
['cr', 'tq', 'uw']
['cr', 'tq', 'uw']
['cr', 'tq', 'uw']
['cr', 'tq', 'wu']
['cr', 'tq', 'wu']
['cr', 'tq', 'wu']
['cr', 'tq', 'wu']
['cr', 'tq', 'wu']
['cr', 'tq', 'wu']
['ct', 'eh', 'tn']
['ct', 'eh', 'tn']
['ct', 'eh', 'tn']
['ct', 'eh', 'tn']
['ct', 'eh', 'tn']
['ct', 'eh', 'tn']
['ct', 'eh', 'tu']
['ct', 'eh', 'tu']
['ct', 'eh', 'tu']
['ct', 'eh', 'tu']
['ct', 'eh', 'tu']
['ct', 'eh', 'tu']
['ct', 'iq', 'tn']
['ct', 'iq', 'tn']
['ct', 'iq', 'tn']
['ct', 'iq', 'tn']
['ct', 'iq', 'tn']
['ct', 'iq', 'tn']
['ct', 'iq', 'tu']
['ct', 'iq', 'tu']
['ct', 'iq', 'tu']
['ct', 'iq', 'tu']
['ct', 'iq', 'tu']
['ct', 'iq', 'tu']
['ct', 'kb', 'tn']
['ct', 'kb', 'tn']
['ct', 'kb', 'tn']
['ct', 'kb', 'tn']
['ct', 'kb', 'tn']
['ct', 'kb', 'tn']
['ct', 'kb', 'tu']
['ct', 'kb', 'tu']
['ct', 'kb', 'tu']
['ct', 'kb', 'tu']
['ct', 'kb', 'tu']
['ct', 'kb', 'tu']
['ct', 'la', 'tn']
['ct', 'la', 'tn']
['ct', 'la', 'tn']
['ct', 'la', 'tn']
['ct', 'la', 'tn']
['ct', 'la', 'tn']
['ct', 'la', 'tu']
['ct', 'la', 'tu']
['ct', 'la', 'tu']
['ct', 'la', 'tu']
['ct', 'la', 'tu']
['ct', 'la', 'tu']
['ct', 'lo', 'tn']
['ct', 'lo', 'tn']
['ct', 'lo', 'tn']
['ct', 'lo', 'tn']
['ct', 'lo', 'tn']
['ct', 'lo', 'tn']
['ct', 'lo', 'tu']
['ct', 'lo', 'tu']
['ct', 'lo', 'tu']
['ct', 'lo', 'tu']
['ct', 'lo', 'tu']
['ct', 'lo', 'tu']
['ct', 'of', 'tn']
['ct', 'of', 'tn']
['ct', 'of', 'tn']
['ct', 'of', 'tn']
['ct', 'of', 'tn']
['ct', 'of', 'tn']
['ct', 'of', 'tu']
['ct', 'of', 'tu']
['ct', 'of', 'tu']
['ct', 'of', 'tu']
['ct', 'of', 'tu']
['ct', 'of', 'tu']
['ct', 'tn', 'tu']
['ct', 'tn', 'tu']
['ct', 'tn', 'tu']
['ct', 'tn', 'tu']
['ct', 'tn', 'tu']
['ct', 'tn', 'tu']
['ct', 'tn', 'wo']
['ct', 'tn', 'wo']
['ct', 'tn', 'wo']
['ct', 'tn', 'wo']
['ct', 'tn', 'wo']
['ct', 'tn', 'wo']
['ct', 'tn', 'zw']
['ct', 'tn', 'zw']
['ct', 'tn', 'zw']
['ct', 'tn', 'zw']
['ct', 'tn', 'zw']
['ct', 'tn', 'zw']
['ct', 'tu', 'wo']
['ct', 'tu', 'wo']
['ct', 'tu', 'wo']
['ct', 'tu', 'wo']
['ct', 'tu', 'wo']
['ct', 'tu', 'wo']
['ct', 'tu', 'zw']
['ct', 'tu', 'zw']
['ct', 'tu', 'zw']
['ct', 'tu', 'zw']
['ct', 'tu', 'zw']
['ct', 'tu', 'zw']
['cu', 'dc', 'tf']
['cu', 'dc', 'tf']
['cu', 'dc', 'tf']
['cu', 'dc', 'tf']
['cu', 'dc', 'tf']
['cu', 'dc', 'tf']
['cu', 'dj', 'tf']
['cu', 'dj', 'tf']
['cu', 'dj', 'tf']
['cu', 'dj', 'tf']
['cu', 'dj', 'tf']
['cu', 'dj', 'tf']
['cu', 'fa', 'tf']
['cu', 'fa', 'tf']
['cu', 'fa', 'tf']
['cu', 'fa', 'tf']
['cu', 'fa', 'tf']
['cu', 'fa', 'tf']
['cu', 'gi', 'tf']
['cu', 'gi', 'tf']
['cu', 'gi', 'tf']
['cu', 'gi', 'tf']
['cu', 'gi', 'tf']
['cu', 'gi', 'tf']
['cu', 'hg', 'tf']
['cu', 'hg', 'tf']
['cu', 'hg', 'tf']
['cu', 'hg', 'tf']
['cu', 'hg', 'tf']
['cu', 'hg', 'tf']
['cu', 'hh', 'tf']
['cu', 'hh', 'tf']
['cu', 'hh', 'tf']
['cu', 'hh', 'tf']
['cu', 'hh', 'tf']
['cu', 'hh', 'tf']
['cu', 'hr', 'tf']
['cu', 'hr', 'tf']
['cu', 'hr', 'tf']
['cu', 'hr', 'tf']
['cu', 'hr', 'tf']
['cu', 'hr', 'tf']
['cu', 'rj', 'tf']
['cu', 'rj', 'tf']
['cu', 'rj', 'tf']
['cu', 'rj', 'tf']
['cu', 'rj', 'tf']
['cu', 'rj', 'tf']
['cu', 'sk', 'tf']
['cu', 'sk', 'tf']
['cu', 'sk', 'tf']
['cu', 'sk', 'tf']
['cu', 'sk', 'tf']
['cu', 'sk', 'tf']
['cx', 'ea', 'tg']
['cx', 'ea', 'tg']
['cx', 'ea', 'tg']
['cx', 'ea', 'tg']
['cx', 'ea', 'tg']
['cx', 'ea', 'tg']
['cx', 'hp', 'tg']
['cx', 'hp', 'tg']
['cx', 'hp', 'tg']
['cx', 'hp', 'tg']
['cx', 'hp', 'tg']
['cx', 'hp', 'tg']
['cx', 'jq', 'tg']
['cx', 'jq', 'tg']
['cx', 'jq', 'tg']
['cx', 'jq', 'tg']
['cx', 'jq', 'tg']
['cx', 'jq', 'tg']
['cx', 'ka', 'tg']
['cx', 'ka', 'tg']
['cx', 'ka', 'tg']
['cx', 'ka', 'tg']
['cx', 'ka', 'tg']
['cx', 'ka', 'tg']
['cx', 'kj', 'tg']
['cx', 'kj', 'tg']
['cx', 'kj', 'tg']
['cx', 'kj', 'tg']
['cx', 'kj', 'tg']
['cx', 'kj', 'tg']
['cx', 'mp', 'tg']
['cx', 'mp', 'tg']
['cx', 'mp', 'tg']
['cx', 'mp', 'tg']
['cx', 'mp', 'tg']
['cx', 'mp', 'tg']
['cx', 'oz', 'tg']
['cx', 'oz', 'tg']
['cx', 'oz', 'tg']
['cx', 'oz', 'tg']
['cx', 'oz', 'tg']
['cx', 'oz', 'tg']
['cx', 'tg', 'wb']
['cx', 'tg', 'wb']
['cx', 'tg', 'wb']
['cx', 'tg', 'wb']
['cx', 'tg', 'wb']
['cx', 'tg', 'wb']
['cx', 'tg', 'xg']
['cx', 'tg', 'xg']
['cx', 'tg', 'xg']
['cx', 'tg', 'xg']
['cx', 'tg', 'xg']
['cx', 'tg', 'xg']
['da', 'eg', 'tq']
['da', 'eg', 'tq']
['da', 'eg', 'tq']
['da', 'eg', 'tq']
['da', 'eg', 'tq']
['da', 'eg', 'tq']
['da', 'jy', 'tq']
['da', 'jy', 'tq']
['da', 'jy', 'tq']
['da', 'jy', 'tq']
['da', 'jy', 'tq']
['da', 'jy', 'tq']
['da', 'kk', 'tq']
['da', 'kk', 'tq']
['da', 'kk', 'tq']
['da', 'kk', 'tq']
['da', 'kk', 'tq']
['da', 'kk', 'tq']
['da', 'km', 'tq']
['da', 'km', 'tq']
['da', 'km', 'tq']
['da', 'km', 'tq']
['da', 'km', 'tq']
['da', 'km', 'tq']
['da', 'rr', 'tq']
['da', 'rr', 'tq']
['da', 'rr', 'tq']
['da', 'rr', 'tq']
['da', 'rr', 'tq']
['da', 'rr', 'tq']
['da', 'sg', 'tq']
['da', 'sg', 'tq']
['da', 'sg', 'tq']
['da', 'sg', 'tq']
['da', 'sg', 'tq']
['da', 'sg', 'tq']
['da', 'sm', 'tq']
['da', 'sm', 'tq']
['da', 'sm', 'tq']
['da', 'sm', 'tq']
['da', 'sm', 'tq']
['da', 'sm', 'tq']
['da', 'tq', 'uw']
['da', 'tq', 'uw']
['da', 'tq', 'uw']
['da', 'tq', 'uw']
['da', 'tq', 'uw']
['da', 'tq', 'uw']
['da', 'tq', 'wu']
['da', 'tq', 'wu']
['da', 'tq', 'wu']
['da', 'tq', 'wu']
['da', 'tq', 'wu']
['da', 'tq', 'wu']
['dc', 'dj', 'tf']
['dc', 'dj', 'tf']
['dc', 'dj', 'tf']
['dc', 'dj', 'tf']
['dc', 'dj', 'tf']
['dc', 'dj', 'tf']
['dc', 'fa', 'tf']
['dc', 'fa', 'tf']
['dc', 'fa', 'tf']
['dc', 'fa', 'tf']
['dc', 'fa', 'tf']
['dc', 'fa', 'tf']
['dc', 'gi', 'tf']
['dc', 'gi', 'tf']
['dc', 'gi', 'tf']
['dc', 'gi', 'tf']
['dc', 'gi', 'tf']
['dc', 'gi', 'tf']
['dc', 'hg', 'tf']
['dc', 'hg', 'tf']
['dc', 'hg', 'tf']
['dc', 'hg', 'tf']
['dc', 'hg', 'tf']
['dc', 'hg', 'tf']
['dc', 'hh', 'tf']
['dc', 'hh', 'tf']
['dc', 'hh', 'tf']
['dc', 'hh', 'tf']
['dc', 'hh', 'tf']
['dc', 'hh', 'tf']
['dc', 'hr', 'tf']
['dc', 'hr', 'tf']
['dc', 'hr', 'tf']
['dc', 'hr', 'tf']
['dc', 'hr', 'tf']
['dc', 'hr', 'tf']
['dc', 'rj', 'tf']
['dc', 'rj', 'tf']
['dc', 'rj', 'tf']
['dc', 'rj', 'tf']
['dc', 'rj', 'tf']
['dc', 'rj', 'tf']
['dc', 'sk', 'tf']
['dc', 'sk', 'tf']
['dc', 'sk', 'tf']
['dc', 'sk', 'tf']
['dc', 'sk', 'tf']
['dc', 'sk', 'tf']
['dj', 'fa', 'tf']
['dj', 'fa', 'tf']
['dj', 'fa', 'tf']
['dj', 'fa', 'tf']
['dj', 'fa', 'tf']
['dj', 'fa', 'tf']
['dj', 'gi', 'tf']
['dj', 'gi', 'tf']
['dj', 'gi', 'tf']
['dj', 'gi', 'tf']
['dj', 'gi', 'tf']
['dj', 'gi', 'tf']
['dj', 'hg', 'tf']
['dj', 'hg', 'tf']
['dj', 'hg', 'tf']
['dj', 'hg', 'tf']
['dj', 'hg', 'tf']
['dj', 'hg', 'tf']
['dj', 'hh', 'tf']
['dj', 'hh', 'tf']
['dj', 'hh', 'tf']
['dj', 'hh', 'tf']
['dj', 'hh', 'tf']
['dj', 'hh', 'tf']
['dj', 'hr', 'tf']
['dj', 'hr', 'tf']
['dj', 'hr', 'tf']
['dj', 'hr', 'tf']
['dj', 'hr', 'tf']
['dj', 'hr', 'tf']
['dj', 'rj', 'tf']
['dj', 'rj', 'tf']
['dj', 'rj', 'tf']
['dj', 'rj', 'tf']
['dj', 'rj', 'tf']
['dj', 'rj', 'tf']
['dj', 'sk', 'tf']
['dj', 'sk', 'tf']
['dj', 'sk', 'tf']
['dj', 'sk', 'tf']
['dj', 'sk', 'tf']
['dj', 'sk', 'tf']
['dr', 'hx', 'tl']
['dr', 'hx', 'tl']
['dr', 'hx', 'tl']
['dr', 'hx', 'tl']
['dr', 'hx', 'tl']
['dr', 'hx', 'tl']
['dr', 'ic', 'tl']
['dr', 'ic', 'tl']
['dr', 'ic', 'tl']
['dr', 'ic', 'tl']
['dr', 'ic', 'tl']
['dr', 'ic', 'tl']
['dr', 'ij', 'tl']
['dr', 'ij', 'tl']
['dr', 'ij', 'tl']
['dr', 'ij', 'tl']
['dr', 'ij', 'tl']
['dr', 'ij', 'tl']
['dr', 'mw', 'tl']
['dr', 'mw', 'tl']
['dr', 'mw', 'tl']
['dr', 'mw', 'tl']
['dr', 'mw', 'tl']
['dr', 'mw', 'tl']
['dr', 'tl', 'wa']
['dr', 'tl', 'wa']
['dr', 'tl', 'wa']
['dr', 'tl', 'wa']
['dr', 'tl', 'wa']
['dr', 'tl', 'wa']
['dr', 'tl', 'we']
['dr', 'tl', 'we']
['dr', 'tl', 'we']
['dr', 'tl', 'we']
['dr', 'tl', 'we']
['dr', 'tl', 'we']
['dr', 'tl', 'wh']
['dr', 'tl', 'wh']
['dr', 'tl', 'wh']
['dr', 'tl', 'wh']
['dr', 'tl', 'wh']
['dr', 'tl', 'wh']
['dr', 'tl', 'wm']
['dr', 'tl', 'wm']
['dr', 'tl', 'wm']
['dr', 'tl', 'wm']
['dr', 'tl', 'wm']
['dr', 'tl', 'wm']
['dr', 'tl', 'yh']
['dr', 'tl', 'yh']
['dr', 'tl', 'yh']
['dr', 'tl', 'yh']
['dr', 'tl', 'yh']
['dr', 'tl', 'yh']
['dr', 'tl', 'ze']
['dr', 'tl', 'ze']
['dr', 'tl', 'ze']
['dr', 'tl', 'ze']
['dr', 'tl', 'ze']
['dr', 'tl', 'ze']
['ds', 'dt', 'tb']
['ds', 'dt', 'tb']
['ds', 'dt', 'tb']
['ds', 'dt', 'tb']
['ds', 'dt', 'tb']
['ds', 'dt', 'tb']
['ds', 'dt', 'to']
['ds', 'dt', 'to']
['ds', 'dt', 'to']
['ds', 'dt', 'to']
['ds', 'dt', 'to']
